no_,description,customer no_,name,address,city,post code,county,bill-to customer no_,bill-to name,bill-to post code,bill-to city,order date,order time,starting date,expected hours,modified on,modified by,assigned to,service contract no_,service package,service location no_,collect invoices by old,status,base service order no_,base service order,created on,created by,employee no_,final planning dsp,order type dsp,service cluster,posted hours (gantt chart),finished hours (gantt chart),house no_,house no_ ext_,recording work order no_,tenant no_,limit budget exceedance,process structure code,causer source type,causer source no_,sms reminder sent,plant meter,allow invoice separately
SOHS62216,Hol 4 monsters koper-zilverionisatie,KLHS01513,Complex 40.014 Nieuwehagen (HW),Gervenstraat  2,S HERTOGENBOSCH,5211 PD,,KLHS01513,BrabantWonen,5340 AD,OSS,2016-01-26 00:00:00.000,1754-01-01 13:42:43.527,2016-01-27 00:00:00.000,0.0,2018-10-08 00:00:00.000,NTD1\OOMEL1,RE000012,SCHS02088,A6MF1J,SLHS09696,6,4,SOHS62216,1,2016-01-26 00:00:00.000,OOMEL1,RE000018,0,,,0,0,2,,,,0,,0,,0,,0
SOHS62221,Hol 4 monsters koper-zilverionisatie,KLHS01513,01.03.005.01 Nieuwehagen (HW),Gervenstraat  2,S HERTOGENBOSCH,5211 PD,,KLHS01513,BrabantWonen,5340 AD,OSS,2016-01-26 00:00:00.000,1754-01-01 13:24:09.967,2016-02-25 00:00:00.000,0.0,2018-10-08 00:00:00.000,NTD1\OOMEL1,RE000012,SCHS02088,A6MF1J,SLHS09696,6,4,SOHS62221,1,2016-01-26 00:00:00.000,OOMEL1,RE000018,0,,,0,0,2,,,,0,,0,,0,,0
SOHS64399,Jaarl cbt BA,KLHS01513,01.03.005.01 Nieuwehagen (HW),Gervenstraat  2,S HERTOGENBOSCH,5211 PD,,KLHS01513,BrabantWonen,5340 AD,OSS,2016-02-25 00:00:00.000,1754-01-01 09:24:35.263,2016-02-29 00:00:00.000,0.0,2018-10-08 00:00:00.000,NTD1\OOMEL1,RE000012,SCHS02088,A6MF1J,SLHS09696,6,4,SOHS64399,1,2016-02-25 00:00:00.000,OOMEL1,RE000033,0,,,0,0,2,,,,0,,0,,0,,0
SOHS64401,Jaarl mp IIIC,KLHS01513,01.03.005.01 Nieuwehagen (HW),Gervenstraat  2,S HERTOGENBOSCH,5211 PD,,KLHS01513,BrabantWonen,5340 AD,OSS,2016-02-25 00:00:00.000,1754-01-01 09:15:11.477,2016-03-02 00:00:00.000,0.0,2018-10-08 00:00:00.000,NTD1\OOMEL1,RE000012,SCHS02088,A6MF1J,SLHS09696,6,4,SOHS64401,1,2016-02-25 00:00:00.000,OOMEL1,RE000018,0,,,0,0,2,,,,0,,0,,0,,0
SOHS64402,Begeleiden controle Brabant Water,KLHS01513,01.03.005.01 Nieuwehagen (HW),Gervenstraat  2,S HERTOGENBOSCH,5211 PD,,KLHS01513,BrabantWonen,5340 AD,OSS,2016-02-25 00:00:00.000,1754-01-01 09:13:22.260,2016-03-02 00:00:00.000,0.0,2018-10-08 00:00:00.000,NTD1\OOMEL1,RE000012,SCHS02088,A6MF1J,SLHS09696,6,4,SOHS64402,1,2016-02-25 00:00:00.000,OOMEL1,RE000018,0,,,0,0,2,,,,0,,0,,0,,0
SOHS65216,Halfj koper/zilver,KLHS01513,01.03.005.01 Nieuwehagen (HW),Gervenstraat  2,S HERTOGENBOSCH,5211 PD,,KLHS01513,BrabantWonen,5340 AD,OSS,2016-03-02 00:00:00.000,1754-01-01 06:10:01.193,2016-07-01 00:00:00.000,0.52,2018-10-08 00:00:00.000,NTD1\OOMEL1,RE000012,SCHS02088,A6MF1J,SLHS09696,6,4,SOHS65216,1,2016-03-02 00:00:00.000,OOMEL1,RE000018,0,,15.0,0,0,2,,,,0,,0,,0,,0
SOHS65217,Halfj mon,KLHS01513,01.03.005.01 Nieuwehagen (HW),Gervenstraat  2,S HERTOGENBOSCH,5211 PD,,KLHS01513,BrabantWonen,5340 AD,OSS,2016-03-02 00:00:00.000,1754-01-01 06:09:56.473,2016-04-01 00:00:00.000,0.78,2018-10-08 00:00:00.000,NTD1\OOMEL1,RE000012,SCHS02088,A6MF1J,SLHS09696,6,4,SOHS65217,1,2016-03-02 00:00:00.000,OOMEL1,RE000018,0,,1.0,0,0,2,,,,0,,0,,0,,0
SOHS65218,Halfj mon,KLHS01513,01.03.005.01 Nieuwehagen (HW),Gervenstraat  2,S HERTOGENBOSCH,5211 PD,,KLHS01513,BrabantWonen,5340 AD,OSS,2016-03-02 00:00:00.000,1754-01-01 06:09:55.573,2016-10-01 00:00:00.000,0.78,2018-10-08 00:00:00.000,NTD1\OOMEL1,RE000012,SCHS02088,A6MF1J,SLHS09696,6,4,SOHS65218,1,2016-03-02 00:00:00.000,OOMEL1,RE000018,0,,1.0,0,0,2,,,,0,,0,,0,,0
SOHS65219,Jaarl ctb,KLHS01513,01.03.005.01 Nieuwehagen (HW),Gervenstraat  2,S HERTOGENBOSCH,5211 PD,,KLHS01513,BrabantWonen,5340 AD,OSS,2016-03-02 00:00:00.000,1754-01-01 06:09:54.643,2016-03-02 00:00:00.000,3.75,2018-10-08 00:00:00.000,NTD1\KANTK1,RE000012,SCHS02088,A6MF1J,SLHS09696,6,4,SOHS65219,1,2016-03-02 00:00:00.000,OOMEL1,RE019564,0,,3.0,0,0,2,,,,0,,0,,0,,0
SOHS65220,Jaarl ctb ba,KLHS01513,01.03.005.01 Nieuwehagen (HW),Gervenstraat  2,S HERTOGENBOSCH,5211 PD,,KLHS01513,BrabantWonen,5340 AD,OSS,2016-03-02 00:00:00.000,1754-01-01 06:09:54.290,2016-03-02 00:00:00.000,0.13,2018-10-08 00:00:00.000,NTD1\KANTK1,RE000012,SCHS02088,A6MF1J,SLHS09696,6,6,SOHS65220,1,2016-03-02 00:00:00.000,OOMEL1,RE019564,0,,8.0,0,0,2,,,,0,,0,,0,,0
SOHS65221,Jaarl mp IIIc,KLHS01513,01.03.005.01 Nieuwehagen (HW),Gervenstraat  2,S HERTOGENBOSCH,5211 PD,,KLHS01513,BrabantWonen,5340 AD,OSS,2016-03-02 00:00:00.000,1754-01-01 06:09:54.030,2016-04-01 00:00:00.000,0.13,2018-10-08 00:00:00.000,NTD1\KANTK1,RE000012,SCHS02088,A6MF1J,SLHS09696,6,6,SOHS65221,1,2016-03-02 00:00:00.000,OOMEL1,RE000018,0,,6.0,0,0,2,,,,0,,0,,0,,0
SOHS65619,Melding ILT,KLHS01513,01.03.005.01 Nieuwehagen (HW),Gervenstraat  2,S HERTOGENBOSCH,5211 PD,,KLHS01513,BrabantWonen,5340 AD,OSS,2016-03-07 00:00:00.000,1754-01-01 07:23:29.800,2016-03-07 00:00:00.000,1.0,2018-10-08 00:00:00.000,NTD1\OOMEL1,RE000012,SCHS02088,A6MF1J,SLHS09696,6,4,SOHS65619,1,2016-03-07 00:00:00.000,OOMEL1,RE000018,0,,,0,0,2,,,,0,,0,,0,,0
SOHS66966,Mon 4 monsters koper-zilverionisatie,KLHS01513,01.03.005.01 Nieuwehagen (HW),Gervenstraat  2,S HERTOGENBOSCH,5211 PD,,KLHS01513,BrabantWonen,5340 AD,OSS,2016-03-14 00:00:00.000,1754-01-01 09:42:39.287,2016-03-23 00:00:00.000,0.0,2018-10-08 00:00:00.000,NTD1\OOMEL1,RE000012,SCHS02088,A6MF1J,SLHS09696,6,4,SOHS66966,1,2016-03-14 00:00:00.000,OOMEL1,RE000018,0,,,0,0,2,,,,0,,0,,0,,0
SOHS68857,Melding ILT,KLHS01513,01.03.005.01 Nieuwehagen (HW),Gervenstraat  2,S HERTOGENBOSCH,5211 PD,,KLHS01513,BrabantWonen,5340 AD,OSS,2016-04-04 00:00:00.000,1754-01-01 13:47:28.417,2016-04-04 00:00:00.000,1.0,2018-10-08 00:00:00.000,NTD1\OOMEL1,RE000012,SCHS02088,A6MF1J,SLHS09696,6,4,SOHS68857,1,2016-04-04 00:00:00.000,OOMEL1,RE000018,0,,,0,0,2,,,,0,,0,,0,,0
SOHS69623,Vergelijken tappunten en aantal te nemen monsters,KLHS01513,01.03.005.01 Nieuwehagen (HW),Gervenstraat  2,S HERTOGENBOSCH,5211 PD,,KLHS01513,BrabantWonen,5340 AD,OSS,2016-04-15 00:00:00.000,1754-01-01 13:46:58.850,2016-04-15 00:00:00.000,1.0,2018-10-08 00:00:00.000,NTD1\OOMEL1,RE000012,SCHS02088,A6MF1J,SLHS09696,6,4,SOHS69623,1,2016-04-15 00:00:00.000,OOMEL1,RE000012,0,,,0,0,2,,,,0,,0,,0,,0
SOHS70236,Melding ILT,KLHS01513,01.03.005.01 Nieuwehagen (HW),Gervenstraat  2,S HERTOGENBOSCH,5211 PD,,KLHS01513,BrabantWonen,5340 AD,OSS,2016-04-28 00:00:00.000,1754-01-01 07:12:23.860,2016-04-28 00:00:00.000,1.0,2018-10-08 00:00:00.000,NTD1\OOMEL1,RE000012,SCHS02088,A6MF1J,SLHS09696,6,4,SOHS70236,1,2016-04-28 00:00:00.000,OOMEL1,RE000018,0,,,0,0,2,,,,0,,0,,0,,0
SOHS70631,Hol 3 monsters,KLHS01513,01.03.005.01 Nieuwehagen (HW),Gervenstraat  2,S HERTOGENBOSCH,5211 PD,,KLHS01513,BrabantWonen,5340 AD,OSS,2016-05-17 00:00:00.000,1754-01-01 12:08:05.997,2016-05-17 00:00:00.000,1.0,2018-10-08 00:00:00.000,NTD1\OOMEL1,RE000012,SCHS02088,A6MF1J,SLHS09696,6,4,SOHS70631,1,2016-05-17 00:00:00.000,NTD1\OOMEL1,RE000018,0,,,0,0,2,,,,0,,0,,0,,0
SOHS71360,Vervolgmelding ILT,KLHS01513,01.03.005.01 Nieuwehagen (HW),Gervenstraat  2,S HERTOGENBOSCH,5211 PD,,KLHS01513,BrabantWonen,5340 AD,OSS,2016-06-09 00:00:00.000,1754-01-01 08:39:05.320,2016-06-09 00:00:00.000,1.0,2018-10-08 00:00:00.000,NTD1\OOMEL1,RE000012,SCHS02088,A6MF1J,SLHS09696,6,4,SOHS71360,1,2016-06-09 00:00:00.000,NTD1\OOMEL1,RE000018,0,,,0,0,2,,,,0,,0,,0,,0
SOHS71564,Mon koper-zilverionisatie 3 monsters,KLHS01513,01.03.005.01 Nieuwehagen (HW),Gervenstraat  2,S HERTOGENBOSCH,5211 PD,,KLHS01513,BrabantWonen,5340 AD,OSS,2016-06-21 00:00:00.000,1754-01-01 12:20:28.680,2016-06-22 00:00:00.000,1.0,2018-10-08 00:00:00.000,NTD1\OOMEL1,RE000012,SCHS02088,A6MF1J,SLHS09696,6,4,SOHS71564,1,2016-06-21 00:00:00.000,NTD1\OOMEL1,RE000018,0,,,0,0,2,,,,0,,0,,0,,0
SOHS71599,Uitleg wtb op locatie Antoine Derksen,KLHS01513,01.03.005.01 Nieuwehagen (HW),Gervenstraat  2,S HERTOGENBOSCH,5211 PD,,KLHS01513,BrabantWonen,5340 AD,OSS,2016-06-22 00:00:00.000,1754-01-01 16:00:43.113,2016-06-23 00:00:00.000,1.0,2018-10-08 00:00:00.000,NTD1\OOMEL1,RE000012,SCHS02088,A6MF1J,SLHS09696,6,4,SOHS71599,1,2016-06-22 00:00:00.000,NTD1\OOMEL1,RE000018,0,,,0,0,2,,,,0,,0,,0,,0
SOHS71946,Melding ILT,KLHS01513,01.03.005.01 Nieuwehagen (HW),Gervenstraat  2,S HERTOGENBOSCH,5211 PD,,KLHS01513,BrabantWonen,5340 AD,OSS,2016-07-08 00:00:00.000,1754-01-01 08:56:47.377,2016-07-08 00:00:00.000,1.0,2018-10-08 00:00:00.000,NTD1\OOMEL1,RE000012,SCHS02088,A6MF1J,SLHS09696,6,4,SOHS71946,1,2016-07-08 00:00:00.000,NTD1\OOMEL1,RE000018,0,,,0,0,2,,,,0,,0,,0,,0
SOHS72320,Melding ILT,KLHS01513,01.03.005.01 Nieuwehagen (HW),Gervenstraat  2,S HERTOGENBOSCH,5211 PD,,KLHS01513,BrabantWonen,5340 AD,OSS,2016-07-28 00:00:00.000,1754-01-01 15:27:50.083,2016-07-28 00:00:00.000,0.25,2018-10-08 00:00:00.000,NTD1\OOMEL1,,SCHS02088,A6MF1J,SLHS09696,6,4,SOHS72320,1,2016-07-28 00:00:00.000,NTD1\WAASA1,RE019564,0,,,0,0,2,,,,0,,0,,0,,0
SOHS72377,"Plaatsen, leveren 15 showerf. en 50 cart. Comfort ",KLHS01513,01.03.005.01 Nieuwehagen (HW),Gervenstraat  2,S HERTOGENBOSCH,5211 PD,,KLHS01513,BrabantWonen,5340 AD,OSS,2016-08-04 00:00:00.000,1754-01-01 14:19:14.103,2016-08-04 00:00:00.000,1.0,2018-10-08 00:00:00.000,NTD1\OOMEL1,RE000012,SCHS02088,A6MF1J,SLHS09696,6,4,SOHS72377,1,2016-08-04 00:00:00.000,NTD1\OOMEL1,RE019564,0,,,0,0,2,,,,0,,0,,0,,0
SOHS72418,Maand mon koper-zilverionisatie ,KLHS01513,01.03.005.01 Nieuwehagen (HW),Gervenstraat  2,S HERTOGENBOSCH,5211 PD,,KLHS01513,BrabantWonen,5340 AD,OSS,2016-08-05 00:00:00.000,1754-01-01 10:29:45.633,2016-08-05 00:00:00.000,1.0,2018-10-08 00:00:00.000,NTD1\OOMEL1,RE000012,SCHS02088,A6MF1J,SLHS09696,6,4,SOHS72418,1,2016-08-05 00:00:00.000,NTD1\OOMEL1,RE000018,0,,,0,0,2,,,,0,,0,,0,,0
SOHS73109,Opstellen looplijst spoelen hoofdleiding en bsh,KLHS01513,01.03.005.01 Nieuwehagen (HW),Gervenstraat  2,S HERTOGENBOSCH,5211 PD,,KLHS01513,BrabantWonen,5340 AD,OSS,2016-08-16 00:00:00.000,1754-01-01 14:06:14.130,2016-11-01 00:00:00.000,1.0,2018-10-08 00:00:00.000,NTD1\OOMEL1,RE000012,SCHS02088,A6MF1J,SLHS09696,6,4,SOHS73109,1,2016-08-16 00:00:00.000,NTD1\OOMEL1,RE000018,0,,,0,0,2,,,,0,,0,,0,,0
SOHS73152,Maand mon koper/zilver 3 monsters,KLHS01513,01.03.005.01 Nieuwehagen (HW),Gervenstraat  2,S HERTOGENBOSCH,5211 PD,,KLHS01513,BrabantWonen,5340 AD,OSS,2016-08-19 00:00:00.000,1754-01-01 07:49:50.850,2016-08-19 00:00:00.000,1.0,2018-10-09 00:00:00.000,NTD1\BEEKB1,RE000012,SCHS02088,A6MF1J,SLHS09696,6,6,SOHS73152,1,2016-08-19 00:00:00.000,NTD1\OOMEL1,RE000018,0,,,0,0,2,,,,0,,0,,0,,0
SOHS74217,Melding ILT,KLHS01513,01.03.005.01 Nieuwehagen (HW),Gervenstraat  2,S HERTOGENBOSCH,5211 PD,,KLHS01513,BrabantWonen,5340 AD,OSS,2016-09-09 00:00:00.000,1754-01-01 07:54:59.333,2016-09-09 00:00:00.000,1.0,2018-10-08 00:00:00.000,NTD1\OOMEL1,RE000012,SCHS02088,A6MF1J,SLHS09696,6,4,SOHS74217,1,2016-09-09 00:00:00.000,NTD1\OOMEL1,RE000018,0,,,0,0,2,,,,0,,0,,0,,0
SOHS74292,Maand mon koper-zilverionisatie 3 monsters,KLHS01513,01.03.005.01 Nieuwehagen (HW),Gervenstraat  2,S HERTOGENBOSCH,5211 PD,,KLHS01513,BrabantWonen,5340 AD,OSS,2016-09-19 00:00:00.000,1754-01-01 14:35:33.143,2016-09-22 00:00:00.000,1.0,2018-10-08 00:00:00.000,NTD1\OOMEL1,RE000012,SCHS02088,A6MF1J,SLHS09696,6,4,SOHS74292,1,2016-09-19 00:00:00.000,NTD1\OOMEL1,RE000018,0,,,0,0,2,,,,0,,0,,0,,0
SOHS76444,Melding ILT (8-11),KLHS01513,01.03.005.01 Nieuwehagen (HW),Gervenstraat  2,S HERTOGENBOSCH,5211 PD,,KLHS01513,BrabantWonen,5340 AD,OSS,2016-11-11 00:00:00.000,1754-01-01 07:55:33.663,2016-11-11 00:00:00.000,1.0,2018-10-08 00:00:00.000,NTD1\OOMEL1,RE000012,SCHS02088,A6MF1J,SLHS09696,6,4,SOHS76444,1,2016-11-11 00:00:00.000,NTD1\OOMEL1,RE000018,0,,,0,0,2,,,,0,,0,,0,,0
SOHS76529,Logblad maken beheerschema A en C,KLHS01513,01.03.005.01 Nieuwehagen (HW),Gervenstraat  2,S HERTOGENBOSCH,5211 PD,,KLHS01513,BrabantWonen,5340 AD,OSS,2016-11-17 00:00:00.000,1754-01-01 14:09:58.737,2016-11-17 00:00:00.000,0.5,2018-10-09 00:00:00.000,NTD1\BEEKB1,RE000012,SCHS02088,A6MF1J,SLHS09696,6,6,SOHS76529,1,2016-11-17 00:00:00.000,NTD1\OOMEL1,RE000018,0,,,0,0,2,,,,0,,0,,0,,0
SOHS76532,Maandelijkse mon koper-zilverionisatie 3 monsters,KLHS01513,01.03.005.01 Nieuwehagen (HW),Gervenstraat  2,S HERTOGENBOSCH,5211 PD,,KLHS01513,BrabantWonen,5340 AD,OSS,2016-11-17 00:00:00.000,1754-01-01 13:41:59.323,2016-11-24 00:00:00.000,1.0,2018-10-08 00:00:00.000,NTD1\OOMEL1,RE000012,SCHS02088,A6MF1J,SLHS09696,6,4,SOHS76532,1,2016-11-17 00:00:00.000,NTD1\OOMEL1,RE000018,0,,,0,0,2,,,,0,,0,,0,,0
SOHS76802,Maandelijkse mon koper-zilverionisatie 4 monsters,KLHS01513,01.03.005.01 Nieuwehagen (HW),Gervenstraat  2,S HERTOGENBOSCH,5211 PD,,KLHS01513,BrabantWonen,5340 AD,OSS,2016-12-06 00:00:00.000,1754-01-01 13:13:42.877,2016-12-23 00:00:00.000,1.0,2018-10-08 00:00:00.000,NTD1\OOMEL1,RE000012,SCHS02088,A6MF1J,SLHS09696,6,4,SOHS76802,1,2016-12-06 00:00:00.000,NTD1\OOMEL1,RE019564,0,,,0,0,2,,,,0,,0,,0,,0
SOHS76826,Aanpassen spoelen tappunten schema C wtb,KLHS01513,01.03.005.01 Nieuwehagen (HW),Gervenstraat  2,S HERTOGENBOSCH,5211 PD,,KLHS01513,BrabantWonen,5340 AD,OSS,2016-12-07 00:00:00.000,1754-01-01 14:09:22.660,2016-12-07 00:00:00.000,1.5,2018-10-08 00:00:00.000,NTD1\OOMEL1,RE000012,SCHS02088,A6MF1J,SLHS09696,6,4,SOHS76826,1,2016-12-07 00:00:00.000,NTD1\OOMEL1,RE000018,0,,,0,0,2,,,,0,,0,,0,,0
SOHS77048,Melding ILT (9-12),KLHS01513,01.03.005.01 Nieuwehagen (HW),Gervenstraat  2,S HERTOGENBOSCH,5211 PD,,KLHS01513,BrabantWonen,5340 AD,OSS,2016-12-12 00:00:00.000,1754-01-01 11:50:15.950,2016-12-12 00:00:00.000,0.25,2018-10-08 00:00:00.000,NTD1\OOMEL1,RE000012,SCHS02088,A6MF1J,SLHS09696,6,4,SOHS77048,1,2016-12-12 00:00:00.000,NTD1\OOMEL1,RE000018,0,,,0,0,2,,,,0,,0,,0,,0
SOHS77144,2x per week spoelen week 1,KLHS01513,01.03.005.01 Nieuwehagen (HW),Gervenstraat  2,S HERTOGENBOSCH,5211 PD,,KLHS01513,BrabantWonen,5340 AD,OSS,2016-12-14 00:00:00.000,1754-01-01 06:07:36.440,2017-01-02 00:00:00.000,4.0,2018-10-08 00:00:00.000,NTD1\OOMEL1,RE000012,SCHS02088,A6MF1J,SLHS09696,6,4,SOHS77144,1,2016-12-14 00:00:00.000,NTD1\OOMEL1,RE019564,0,,,0,0,2,,,,0,,0,,0,,0
SOHS77146,2x per week spoelen week 2,KLHS01513,01.03.005.01 Nieuwehagen (HW),Gervenstraat  2,S HERTOGENBOSCH,5211 PD,,KLHS01513,BrabantWonen,5340 AD,OSS,2016-12-14 00:00:00.000,1754-01-01 06:06:13.923,2017-01-09 00:00:00.000,4.0,2018-10-08 00:00:00.000,NTD1\OOMEL1,RE000012,SCHS02088,A6MF1J,SLHS09696,6,4,SOHS77146,1,2016-12-14 00:00:00.000,NTD1\OOMEL1,RE019564,0,,,0,0,2,,,,0,,0,,0,,0
SOHS77147,2x per week spoelen week 3,KLHS01513,01.03.005.01 Nieuwehagen (HW),Gervenstraat  2,S HERTOGENBOSCH,5211 PD,,KLHS01513,BrabantWonen,5340 AD,OSS,2016-12-14 00:00:00.000,1754-01-01 06:04:57.100,2017-01-16 00:00:00.000,4.0,2018-10-08 00:00:00.000,NTD1\OOMEL1,RE000012,SCHS02088,A6MF1J,SLHS09696,6,4,SOHS77147,1,2016-12-14 00:00:00.000,NTD1\OOMEL1,RE003223,0,,,0,0,2,,,,0,,0,,0,,0
SOHS77148,2x per week spoelen week 4,KLHS01513,01.03.005.01 Nieuwehagen (HW),Gervenstraat  2,S HERTOGENBOSCH,5211 PD,,KLHS01513,BrabantWonen,5340 AD,OSS,2016-12-14 00:00:00.000,1754-01-01 06:03:59.463,2017-01-23 00:00:00.000,4.0,2018-10-08 00:00:00.000,NTD1\OOMEL1,RE000012,SCHS02088,A6MF1J,SLHS09696,6,4,SOHS77148,1,2016-12-14 00:00:00.000,NTD1\OOMEL1,RE003223,0,,,0,0,2,,,,0,,0,,0,,0
SOHS77149,2x per week spoelen week 5,KLHS01513,01.03.005.01 Nieuwehagen (HW),Gervenstraat  2,S HERTOGENBOSCH,5211 PD,,KLHS01513,BrabantWonen,5340 AD,OSS,2016-12-14 00:00:00.000,1754-01-01 06:02:58.883,2017-01-30 00:00:00.000,4.0,2018-10-08 00:00:00.000,NTD1\OOMEL1,RE000012,SCHS02088,A6MF1J,SLHS09696,6,4,SOHS77149,1,2016-12-14 00:00:00.000,NTD1\OOMEL1,RE003223,0,,,0,0,2,,,,0,,0,,0,,0
SOHS77150,2x per week spoelen week 6,KLHS01513,01.03.005.01 Nieuwehagen (HW),Gervenstraat  2,S HERTOGENBOSCH,5211 PD,,KLHS01513,BrabantWonen,5340 AD,OSS,2016-12-14 00:00:00.000,1754-01-01 06:02:02.347,2017-02-06 00:00:00.000,4.0,2018-10-08 00:00:00.000,NTD1\OOMEL1,RE000012,SCHS02088,A6MF1J,SLHS09696,6,4,SOHS77150,1,2016-12-14 00:00:00.000,NTD1\OOMEL1,RE003223,0,,,0,0,2,,,,0,,0,,0,,0
SOHS77151,2x per week spoelen week 7,KLHS01513,01.03.005.01 Nieuwehagen (HW),Gervenstraat  2,S HERTOGENBOSCH,5211 PD,,KLHS01513,BrabantWonen,5340 AD,OSS,2016-12-14 00:00:00.000,1754-01-01 06:00:48.267,2017-02-13 00:00:00.000,1.0,2018-10-08 00:00:00.000,NTD1\OOMEL1,RE000012,SCHS02088,A6MF1J,SLHS09696,6,4,SOHS77151,1,2016-12-14 00:00:00.000,NTD1\OOMEL1,RE003223,0,,,0,0,2,,,,0,,0,,0,,0
