no_,description,customer no_,name,address,city,post code,county,bill-to customer no_,bill-to name,bill-to post code,bill-to city,order date,order time,starting date,expected hours,modified on,modified by,assigned to,service contract no_,service package,service location no_,collect invoices by old,status,base service order no_,base service order,created on,created by,employee no_,final planning dsp,order type dsp,service cluster,posted hours (gantt chart),finished hours (gantt chart),house no_,house no_ ext_,recording work order no_,tenant no_,limit budget exceedance,process structure code,causer source type,causer source no_,sms reminder sent,plant meter,allow invoice separately
SO001003,Maandelijkse mon koper/zilverinstallatie 2 mons ,KLHS01513,01.03.005.01 Nieuwehagen (HW),Gervenstraat 2,S HERTOGENBOSCH,5211 PD,,KLHS01513,BrabantWonen,5340 AD,OSS,2018-06-21 00:00:00.000,1754-01-01 10:27:10.867,2018-06-27 00:00:00.000,0.84,2018-08-29 00:00:00.000,NTD1\OOMEL1,RE000012,SCHS02088,A6MF1J,SLHS09696,6,4,SO001003,1,2018-06-21 00:00:00.000,NTD1\OOMEL1,RE019564,0,,,0,0,2,,,,0,,0,,0,,0
SO001628,Melding ILT (10-7),KLHS01513,01.03.005.01 Nieuwehagen (HW),Gervenstraat 2,S HERTOGENBOSCH,5211 PD,,KLHS01513,BrabantWonen,5340 AD,OSS,2018-07-10 00:00:00.000,1754-01-01 08:27:25.990,2018-07-10 00:00:00.000,0.25,2018-08-29 00:00:00.000,NTD1\OOMEL1,RE000012,SCHS02088,A6MF1J,SLHS09696,6,4,SO001628,1,2018-07-10 00:00:00.000,NTD1\OOMEL1,RE000012,0,,,0,0,2,,,,0,,0,,0,,0
SO003209,Maandelijkse mon koper/zilverinstallatie 3 mons ,KLHS01513,01.03.005.01 Nieuwehagen (HW),Gervenstraat 2,S HERTOGENBOSCH,5211 PD,,KLHS01513,BrabantWonen,5340 AD,OSS,2018-08-16 00:00:00.000,1754-01-01 11:21:47.920,2018-08-29 00:00:00.000,1.18,2019-01-11 00:00:00.000,NTD1\OOMEL1,RE000012,SCHS02088,A6MF1J,SLHS09696,6,4,SO003209,1,2018-08-16 00:00:00.000,NTD1\OOMEL1,RE019564,0,,,0,0,2,,,,0,,0,,0,,0
SO003566,Maandelijkse mon koper/zilver 3 mons + 1 extra mon,KLHS01513,01.03.005.01 Nieuwehagen (HW),Gervenstraat 2,S HERTOGENBOSCH,5211 PD,,KLHS01513,BrabantWonen,5340 AD,OSS,2018-09-10 00:00:00.000,1754-01-01 07:29:58.670,2018-09-26 00:00:00.000,1.01,2019-01-11 00:00:00.000,NTD1\OOMEL1,RE000012,SCHS02088,A6MF1J,SLHS09696,6,4,SO003566,1,2018-09-10 00:00:00.000,NTD1\OOMEL1,RE019564,0,,,0,0,2,,,,0,,0,,0,,0
SO003878,Brononderzoek,KLHS01513,01.03.005.01 Nieuwehagen (HW),Gervenstraat 2,S HERTOGENBOSCH,5211 PD,,KLHS01513,BrabantWonen,5340 AD,OSS,2018-09-19 00:00:00.000,1754-01-01 11:50:07.677,2019-01-01 00:00:00.000,1.5,2019-07-23 00:00:00.000,NTD1\OOMEL1,RE000012,SCHS02088,A6MF1J,SLHS09696,0,6,SO003878,1,2018-09-19 00:00:00.000,NTD1\OOMEL1,RE000018,0,,,0,0,2,,,,0,,0,,0,,0
SO004484,Melding ILT (5-10),KLHS01513,01.03.005.01 Nieuwehagen (HW),Gervenstraat 2,S HERTOGENBOSCH,5211 PD,,KLHS01513,BrabantWonen,5340 AD,OSS,2018-10-05 00:00:00.000,1754-01-01 08:42:09.263,2018-10-05 00:00:00.000,0.25,2019-01-11 00:00:00.000,NTD1\OOMEL1,RE000012,SCHS02088,A6MF1J,SLHS09696,0,4,SO004484,1,2018-10-05 00:00:00.000,NTD1\OOMEL1,RE000012,0,,,0,0,2,,,,0,,0,,0,,0
SO005620,Hol na chemische reiniging 1 monster,KLHS01513,01.03.005.01 Nieuwehagen (HW),Gervenstraat 2,S HERTOGENBOSCH,5211 PD,,KLHS01513,BrabantWonen,5340 AD,OSS,2018-11-12 00:00:00.000,1754-01-01 07:17:12.673,2018-11-15 00:00:00.000,0.67,2019-01-11 00:00:00.000,NTD1\OOMEL1,RE000012,SCHS02088,A6MF1J,SLHS09696,0,4,SO005620,1,2018-11-12 00:00:00.000,NTD1\OOMEL1,RE019564,0,,,0,0,2,,,,0,,0,,0,,0
SO006106,Maandelijkse mon koper/zilverinstallatie 2 mons ,KLHS01513,01.03.005.01 Nieuwehagen (HW),Gervenstraat 2,S HERTOGENBOSCH,5211 PD,,KLHS01513,BrabantWonen,5340 AD,OSS,2018-11-21 00:00:00.000,1754-01-01 12:45:22.707,2018-11-22 00:00:00.000,0.84,2019-01-11 00:00:00.000,NTD1\OOMEL1,RE000012,SCHS02088,A6MF1J,SLHS09696,0,4,SO006106,1,2018-11-21 00:00:00.000,NTD1\OOMEL1,RE019564,0,,,0,0,2,,,,0,,0,,0,,0
SO006706,Maandelijkse mon koper/zilver 2 mons,KLHS01513,01.03.005.01 Nieuwehagen (HW),Gervenstraat 2,S HERTOGENBOSCH,5211 PD,,KLHS01513,BrabantWonen,5340 AD,OSS,2018-12-10 00:00:00.000,1754-01-01 07:12:33.733,2018-12-12 00:00:00.000,0.84,2019-01-11 00:00:00.000,NTD1\OOMEL1,RE000012,SCHS02088,A6MF1J,SLHS09696,0,4,SO006706,1,2018-12-10 00:00:00.000,NTD1\OOMEL1,RE019564,0,,,0,0,2,,,,0,,0,,0,,0
SO008578,Halfj koper/zilver,KLHS01513,01.03.005.01 Nieuwehagen (HW),Gervenstraat 2,S HERTOGENBOSCH,5211 PD,,KLHS01513,BrabantWonen,5340 AD,OSS,2019-01-25 00:00:00.000,1754-01-01 11:56:54.360,2019-01-25 00:00:00.000,1.7,2019-03-25 00:00:00.000,NTD1\OOMEL1,RE000012,SCHS02088,A6MF1J,SLHS09696,0,4,SO008578,1,2019-01-25 00:00:00.000,NTD1\OOMEL1,RE019564,0,,,0,0,2,,,,0,,0,,0,,0
SO008640,Jaarl ctb,KLHS01513,01.03.005.01 Nieuwehagen (HW),Gervenstraat 2,S HERTOGENBOSCH,5211 PD,,KLHS01513,BrabantWonen,5340 AD,OSS,2019-01-28 00:00:00.000,1754-01-01 14:41:51.070,2019-03-01 00:00:00.000,31.2,2019-07-25 00:00:00.000,NTD1\OOMEL1,RE000012,SCHS02088,A6MF1J,SLHS09696,0,4,SO008640,1,2019-01-28 00:00:00.000,NTD1\OOMEL1,RE018235,0,,3.0,0,0,2,,,,0,,0,,0,,0
SO008641,Jaarl ba,KLHS01513,01.03.005.01 Nieuwehagen (HW),Gervenstraat 2,S HERTOGENBOSCH,5211 PD,,KLHS01513,BrabantWonen,5340 AD,OSS,2019-01-28 00:00:00.000,1754-01-01 14:41:50.960,2019-03-01 00:00:00.000,0.3,2019-07-25 00:00:00.000,NTD1\OOMEL1,RE000012,SCHS02088,A6MF1J,SLHS09696,0,4,SO008641,1,2019-01-28 00:00:00.000,NTD1\OOMEL1,RE018235,0,,8.0,0,0,2,,,,0,,0,,0,,0
SO008717,Halfj mon / maand. koper/zilver 2 monsters,KLHS01513,01.03.005.01 Nieuwehagen (HW),Gervenstraat 2,S HERTOGENBOSCH,5211 PD,,KLHS01513,BrabantWonen,5340 AD,OSS,2019-01-28 00:00:00.000,1754-01-01 14:41:40.460,2019-04-01 00:00:00.000,1.3,2019-07-25 00:00:00.000,NTD1\OOMEL1,RE000012,SCHS02088,A6MF1J,SLHS09696,0,4,SO008717,1,2019-01-28 00:00:00.000,NTD1\OOMEL1,RE019564,0,,1.0,0,0,2,,,,0,,0,,0,,0
SO008718,Jaarl mp IIIc,KLHS01513,01.03.005.01 Nieuwehagen (HW),Gervenstraat 2,S HERTOGENBOSCH,5211 PD,,KLHS01513,BrabantWonen,5340 AD,OSS,2019-01-28 00:00:00.000,1754-01-01 14:41:40.097,2019-04-01 00:00:00.000,0.13,2019-07-25 00:00:00.000,NTD1\OOMEL1,RE000012,SCHS02088,A6MF1J,SLHS09696,0,4,SO008718,1,2019-01-28 00:00:00.000,NTD1\OOMEL1,RE019564,0,,6.0,0,0,2,,,,0,,0,,0,,0
SO008790,Jaarl thermometer,KLHS01513,01.03.005.01 Nieuwehagen (HW),Gervenstraat 2,S HERTOGENBOSCH,5211 PD,,KLHS01513,BrabantWonen,5340 AD,OSS,2019-01-28 00:00:00.000,1754-01-01 14:41:24.347,2019-04-01 00:00:00.000,0.13,2019-08-16 00:00:00.000,NTD1\OOMEL1,RE000012,SCHS02088,A6MF1J,SLHS09696,0,4,SO008790,1,2019-01-28 00:00:00.000,NTD1\OOMEL1,RE019564,0,,28.0,0,0,2,,,,0,,0,,0,,0
SO008843,Halfj koper/zilver,KLHS01513,01.03.005.01 Nieuwehagen (HW),Gervenstraat 2,S HERTOGENBOSCH,5211 PD,,KLHS01513,BrabantWonen,5340 AD,OSS,2019-01-28 00:00:00.000,1754-01-01 14:41:16.847,2019-07-01 00:00:00.000,1.3,2019-08-16 00:00:00.000,NTD1\OOMEL1,RE000012,SCHS02088,A6MF1J,SLHS09696,0,4,SO008843,1,2019-01-28 00:00:00.000,NTD1\OOMEL1,RE019564,0,,15.0,0,0,2,,,,0,,0,,0,,0
SO008866,Halfj mon / maand. koper/zilver 3 monsters,KLHS01513,01.03.005.01 Nieuwehagen (HW),Gervenstraat 2,S HERTOGENBOSCH,5211 PD,,KLHS01513,BrabantWonen,5340 AD,OSS,2019-01-28 00:00:00.000,1754-01-01 14:41:09.013,2019-10-01 00:00:00.000,1.3,2019-10-16 00:00:00.000,NTD1\OOMEL1,RE000012,SCHS02088,A6MF1J,SLHS09696,0,2,SO008866,1,2019-01-28 00:00:00.000,NTD1\OOMEL1,RE019564,0,,1.0,0,0,2,,,,0,,0,,0,,0
SO011001,Maandelijkse mon koper/zilverinstallatie 7 mons ,KLHS01513,01.03.005.01 Nieuwehagen (HW),Gervenstraat 2,S HERTOGENBOSCH,5211 PD,,KLHS01513,BrabantWonen,5340 AD,OSS,2019-02-22 00:00:00.000,1754-01-01 12:55:41.680,2019-02-25 00:00:00.000,1.69,2019-03-25 00:00:00.000,NTD1\OOMEL1,RE000012,SCHS02088,A6MF1J,SLHS09696,0,4,SO008578,0,2019-02-22 00:00:00.000,NTD1\OOMEL1,RE019564,0,,,0,0,2,,,,0,,0,,0,,0
SO013088,Maandelijkse mon koper/zilverinstallatie 8 mons ,KLHS01513,01.03.005.01 Nieuwehagen (HW),Gervenstraat 2,S HERTOGENBOSCH,5211 PD,,KLHS01513,BrabantWonen,5340 AD,OSS,2019-03-22 00:00:00.000,1754-01-01 09:36:03.963,2019-03-27 00:00:00.000,1.86,2019-07-25 00:00:00.000,NTD1\OOMEL1,RE000012,SCHS02088,A6MF1J,SLHS09696,0,4,SO008578,0,2019-03-22 00:00:00.000,NTD1\OOMEL1,RE019564,0,,,0,0,2,,,,0,,0,,0,,0
SO017083,Maandelijkse mon koper/zilverinstallatie 2 mons ,KLHS01513,01.03.005.01 Nieuwehagen (HW),Gervenstraat 2,S HERTOGENBOSCH,5211 PD,,KLHS01513,BrabantWonen,5340 AD,OSS,2019-05-16 00:00:00.000,1754-01-01 07:59:10.403,2019-05-22 00:00:00.000,0.84,2019-07-25 00:00:00.000,NTD1\OOMEL1,RE000012,SCHS02088,A6MF1J,SLHS09696,0,4,SO017083,1,2019-05-16 00:00:00.000,NTD1\OOMEL1,RE019564,0,,,0,0,2,,,,0,,0,,0,,0
SO017673,Melding ILT 7-6,KLHS01513,01.03.005.01 Nieuwehagen (HW),Gervenstraat 2,S HERTOGENBOSCH,5211 PD,,KLHS01513,BrabantWonen,5340 AD,OSS,2019-06-07 00:00:00.000,1754-01-01 07:22:46.133,2019-06-07 00:00:00.000,0.25,2019-07-25 00:00:00.000,NTD1\OOMEL1,RE000012,SCHS02088,A6MF1J,SLHS09696,0,4,SO017673,1,2019-06-07 00:00:00.000,NTD1\OOMEL1,RE000012,0,,,0,0,2,,,,0,,0,,0,,0
SO017839,Maandelijkse mon koper/zilver 8 mon + 1 extra mon,KLHS01513,01.03.005.01 Nieuwehagen (HW),Gervenstraat 2,S HERTOGENBOSCH,5211 PD,,KLHS01513,BrabantWonen,5340 AD,OSS,2019-06-14 00:00:00.000,1754-01-01 13:47:36.960,2019-06-26 00:00:00.000,2.03,2019-07-25 00:00:00.000,NTD1\OOMEL1,RE000012,SCHS02088,A6MF1J,SLHS09696,0,4,SO017839,1,2019-06-14 00:00:00.000,NTD1\OOMEL1,RE019564,0,,,0,0,2,,,,0,,0,,0,,0
SO018868,Melding ILT 11-7,KLHS01513,01.03.005.01 Nieuwehagen (HW),Gervenstraat 2,S HERTOGENBOSCH,5211 PD,,KLHS01513,BrabantWonen,5340 AD,OSS,2019-07-11 00:00:00.000,1754-01-01 08:56:25.477,2019-07-11 00:00:00.000,0.25,2019-08-16 00:00:00.000,NTD1\OOMEL1,RE000012,SCHS02088,A6MF1J,SLHS09696,0,4,SO018868,1,2019-07-11 00:00:00.000,NTD1\OOMEL1,RE000012,0,,,0,0,2,,,,0,,0,,0,,0
SO020437,Melding ILT 3-8,KLHS01513,01.03.005.01 Nieuwehagen (HW),Gervenstraat 2,S HERTOGENBOSCH,5211 PD,,KLHS01513,BrabantWonen,5340 AD,OSS,2019-08-03 00:00:00.000,1754-01-01 04:37:40.057,2019-08-03 00:00:00.000,0.25,2019-08-05 00:00:00.000,NTD1\OOMEL1,RE000012,SCHS02088,A6MF1J,SLHS09696,0,3,SO020437,1,2019-08-03 00:00:00.000,NTD1\OOMEL1,RE000012,0,,,0,0,2,,,,0,,0,,0,,0
SO020509,Extra mon 1 monster,KLHS01513,01.03.005.01 Nieuwehagen (HW),Gervenstraat 2,S HERTOGENBOSCH,5211 PD,,KLHS01513,BrabantWonen,5340 AD,OSS,2019-08-07 00:00:00.000,1754-01-01 13:21:07.283,2019-08-12 00:00:00.000,0.67,2019-08-22 00:00:00.000,NTD1\SHAREPOINT_4PS,RE000012,SCHS02088,A6MF1J,SLHS09696,0,3,SO020509,1,2019-08-07 00:00:00.000,NTD1\OOMEL1,RE019564,0,,,0,0,2,,,,0,,0,,0,,0
SO020680,Maandelijkse mon koper/zilverinstallatie 2 mons ,KLHS01513,01.03.005.01 Nieuwehagen (HW),Gervenstraat 2,S HERTOGENBOSCH,5211 PD,,KLHS01513,BrabantWonen,5340 AD,OSS,2019-08-13 00:00:00.000,1754-01-01 06:48:24.993,2019-08-26 00:00:00.000,0.84,2019-08-30 00:00:00.000,NTD1\SHAREPOINT_4PS,RE000012,SCHS02088,A6MF1J,SLHS09696,0,3,SO020680,1,2019-08-13 00:00:00.000,NTD1\OOMEL1,RE000018,0,,,0,0,2,,,,0,,0,,0,,0
SO021704,Maandelijkse mon koper/zilverinstallatie 7 mons ,KLHS01513,01.03.005.01 Nieuwehagen (HW),Gervenstraat 2,S HERTOGENBOSCH,5211 PD,,KLHS01513,BrabantWonen,5340 AD,OSS,2019-09-19 00:00:00.000,1754-01-01 09:40:42.270,2019-09-25 00:00:00.000,1.69,2019-10-14 00:00:00.000,NTD1\SHAREPOINT_4PS,RE000012,SCHS02088,A6MF1J,SLHS09696,0,3,SO021704,1,2019-09-19 00:00:00.000,NTD1\OOMEL1,RE019564,0,,,0,0,2,,,,0,,0,,0,,0
SOHS62217,Hol 4 monsters koper-zilverionisatie,KLHS01513,Complex 40.013 Noorderkroon (HW),Manis Krijgsmanhof 71,S HERTOGENBOSCH,5233 BR,,KLHS01513,BrabantWonen,5340 AD,OSS,2016-01-26 00:00:00.000,1754-01-01 13:36:45.887,2016-01-27 00:00:00.000,0.0,2018-10-08 00:00:00.000,NTD1\OOMEL1,RE000012,SCHS02088,A6MF1J,SLHS09697,6,4,SOHS62217,1,2016-01-26 00:00:00.000,OOMEL1,RE000018,0,,,0,0,71,,,,0,,0,,0,,0
SOHS62222,Hol 4 monsters koper-zilverionisatie,KLHS01513,01.03.004.01 Noorderkroon (HW),Manis Krijgsmanhof 71,S HERTOGENBOSCH,5233 BR,,KLHS01513,BrabantWonen,5340 AD,OSS,2016-01-26 00:00:00.000,1754-01-01 13:23:05.103,2016-02-25 00:00:00.000,0.0,2018-10-08 00:00:00.000,NTD1\OOMEL1,RE000012,SCHS02088,A6MF1J,SLHS09697,6,4,SOHS62222,1,2016-01-26 00:00:00.000,OOMEL1,RE000018,0,,,0,0,71,,,,0,,0,,0,,0
SOHS64400,Jaarl ctb BA,KLHS01513,01.03.004.01 Noorderkroon (HW),Manis Krijgsmanhof 71,S HERTOGENBOSCH,5233 BR,,KLHS01513,BrabantWonen,5340 AD,OSS,2016-02-25 00:00:00.000,1754-01-01 09:20:34.630,2016-02-29 00:00:00.000,0.0,2018-10-08 00:00:00.000,NTD1\OOMEL1,RE000012,SCHS02088,A6MF1J,SLHS09697,6,4,SOHS64400,1,2016-02-25 00:00:00.000,OOMEL1,RE000033,0,,,0,0,71,,,,0,,0,,0,,0
SOHS64403,Jaarl mp IIIC,KLHS01513,01.03.004.01 Noorderkroon (HW),Manis Krijgsmanhof 71,S HERTOGENBOSCH,5233 BR,,KLHS01513,BrabantWonen,5340 AD,OSS,2016-02-25 00:00:00.000,1754-01-01 09:11:19.843,2016-03-02 00:00:00.000,0.0,2018-10-08 00:00:00.000,NTD1\OOMEL1,RE000012,SCHS02088,A6MF1J,SLHS09697,6,4,SOHS64403,1,2016-02-25 00:00:00.000,OOMEL1,RE000018,0,,,0,0,71,,,,0,,0,,0,,0
SOHS64404,Begeleiden controle Brabant Water,KLHS01513,01.03.004.01 Noorderkroon (HW),Manis Krijgsmanhof 71,S HERTOGENBOSCH,5233 BR,,KLHS01513,BrabantWonen,5340 AD,OSS,2016-02-25 00:00:00.000,1754-01-01 09:09:10.290,2016-03-02 00:00:00.000,0.0,2018-10-08 00:00:00.000,NTD1\OOMEL1,RE000012,SCHS02088,A6MF1J,SLHS09697,6,4,SOHS64404,1,2016-02-25 00:00:00.000,OOMEL1,RE000018,0,,,0,0,71,,,,0,,0,,0,,0
SOHS65248,Halfj koper/zilver,KLHS01513,01.03.004.01 Noorderkroon (HW),Manis Krijgsmanhof 71,S HERTOGENBOSCH,5233 BR,,KLHS01513,BrabantWonen,5340 AD,OSS,2016-03-02 00:00:00.000,1754-01-01 06:09:43.440,2016-07-01 00:00:00.000,0.52,2018-10-08 00:00:00.000,NTD1\OOMEL1,RE000012,SCHS02088,A6MF1J,SLHS09697,6,4,SOHS65248,1,2016-03-02 00:00:00.000,OOMEL1,RE000018,0,,15.0,0,0,71,,,,0,,0,,0,,0
SOHS65249,Halfj mon,KLHS01513,01.03.004.01 Noorderkroon (HW),Manis Krijgsmanhof 71,S HERTOGENBOSCH,5233 BR,,KLHS01513,BrabantWonen,5340 AD,OSS,2016-03-02 00:00:00.000,1754-01-01 06:09:42.840,2016-04-01 00:00:00.000,0.78,2018-10-08 00:00:00.000,NTD1\OOMEL1,RE000012,SCHS02088,A6MF1J,SLHS09697,6,4,SOHS65249,1,2016-03-02 00:00:00.000,OOMEL1,RE000018,0,,1.0,0,0,71,,,,0,,0,,0,,0
SOHS65250,Halfj mon,KLHS01513,01.03.004.01 Noorderkroon (HW),Manis Krijgsmanhof 71,S HERTOGENBOSCH,5233 BR,,KLHS01513,BrabantWonen,5340 AD,OSS,2016-03-02 00:00:00.000,1754-01-01 06:09:42.157,2016-10-01 00:00:00.000,0.78,2018-10-08 00:00:00.000,NTD1\OOMEL1,RE000012,SCHS02088,A6MF1J,SLHS09697,6,4,SOHS65250,1,2016-03-02 00:00:00.000,OOMEL1,RE000018,0,,1.0,0,0,71,,,,0,,0,,0,,0
SOHS65251,Jaarl ctb,KLHS01513,01.03.004.01 Noorderkroon (HW),Manis Krijgsmanhof 71,S HERTOGENBOSCH,5233 BR,,KLHS01513,BrabantWonen,5340 AD,OSS,2016-03-02 00:00:00.000,1754-01-01 06:09:41.787,2016-03-02 00:00:00.000,4.25,2018-10-08 00:00:00.000,NTD1\OOMEL1,RE000012,SCHS02088,A6MF1J,SLHS09697,6,4,SOHS65251,1,2016-03-02 00:00:00.000,OOMEL1,RE019564,0,,3.0,0,0,71,,,,0,,0,,0,,0
SOHS65252,Jaarl ctb ba,KLHS01513,01.03.004.01 Noorderkroon (HW),Manis Krijgsmanhof 71,S HERTOGENBOSCH,5233 BR,,KLHS01513,BrabantWonen,5340 AD,OSS,2016-03-02 00:00:00.000,1754-01-01 06:09:41.580,2016-03-02 00:00:00.000,0.13,2018-10-08 00:00:00.000,NTD1\KANTK1,RE000012,SCHS02088,A6MF1J,SLHS09697,6,6,SOHS65252,1,2016-03-02 00:00:00.000,OOMEL1,RE019564,0,,8.0,0,0,71,,,,0,,0,,0,,0
SOHS65253,Jaarl mp IIIc,KLHS01513,01.03.004.01 Noorderkroon (HW),Manis Krijgsmanhof 71,S HERTOGENBOSCH,5233 BR,,KLHS01513,BrabantWonen,5340 AD,OSS,2016-03-02 00:00:00.000,1754-01-01 06:09:41.423,2016-04-01 00:00:00.000,0.13,2018-10-08 00:00:00.000,NTD1\KANTK1,RE000012,SCHS02088,A6MF1J,SLHS09697,6,6,SOHS65253,1,2016-03-02 00:00:00.000,OOMEL1,RE000018,0,,6.0,0,0,71,,,,0,,0,,0,,0
SOHS65618,Melding ILT,KLHS01513,01.03.004.01 Noorderkroon (HW),Manis Krijgsmanhof 71,S HERTOGENBOSCH,5233 BR,,KLHS01513,BrabantWonen,5340 AD,OSS,2016-03-07 00:00:00.000,1754-01-01 07:24:34.137,2016-03-07 00:00:00.000,1.0,2018-10-08 00:00:00.000,NTD1\OOMEL1,RE000012,SCHS02088,A6MF1J,SLHS09697,6,4,SOHS65618,1,2016-03-07 00:00:00.000,OOMEL1,RE000018,0,,,0,0,71,,,,0,,0,,0,,0
SOHS66968,Mon 4 monsters koper-zilverionisatie,KLHS01513,01.03.004.01 Noorderkroon (HW),Manis Krijgsmanhof 71,S HERTOGENBOSCH,5233 BR,,KLHS01513,BrabantWonen,5340 AD,OSS,2016-03-14 00:00:00.000,1754-01-01 09:28:41.910,2016-03-23 00:00:00.000,0.0,2018-10-08 00:00:00.000,NTD1\OOMEL1,RE000012,SCHS02088,A6MF1J,SLHS09697,6,4,SOHS66968,1,2016-03-14 00:00:00.000,OOMEL1,RE000018,0,,,0,0,71,,,,0,,0,,0,,0
SOHS77152,2x per week spoelen week 8,KLHS01513,01.03.005.01 Nieuwehagen (HW),Gervenstraat  2,S HERTOGENBOSCH,5211 PD,,KLHS01513,BrabantWonen,5340 AD,OSS,2016-12-14 00:00:00.000,1754-01-01 06:00:02.470,2017-02-20 00:00:00.000,4.0,2018-10-08 00:00:00.000,NTD1\OOMEL1,RE000012,SCHS02088,A6MF1J,SLHS09696,6,4,SOHS77152,1,2016-12-14 00:00:00.000,NTD1\OOMEL1,RE003223,0,,,0,0,2,,,,0,,0,,0,,0
SOHS77153,2x per week spoelen week 9,KLHS01513,01.03.005.01 Nieuwehagen (HW),Gervenstraat  2,S HERTOGENBOSCH,5211 PD,,KLHS01513,BrabantWonen,5340 AD,OSS,2016-12-14 00:00:00.000,1754-01-01 05:58:40.597,2017-02-27 00:00:00.000,4.0,2018-10-08 00:00:00.000,NTD1\OOMEL1,RE000012,SCHS02088,A6MF1J,SLHS09696,6,4,SOHS77153,1,2016-12-14 00:00:00.000,NTD1\OOMEL1,RE003223,0,,,0,0,2,,,,0,,0,,0,,0
SOHS77154,2x per week spoelen week 10,KLHS01513,01.03.005.01 Nieuwehagen (HW),Gervenstraat  2,S HERTOGENBOSCH,5211 PD,,KLHS01513,BrabantWonen,5340 AD,OSS,2016-12-14 00:00:00.000,1754-01-01 05:57:42.470,2017-03-06 00:00:00.000,4.0,2018-10-08 00:00:00.000,NTD1\OOMEL1,RE000012,SCHS02088,A6MF1J,SLHS09696,6,4,SOHS77154,1,2016-12-14 00:00:00.000,NTD1\OOMEL1,RE003223,0,,,0,0,2,,,,0,,0,,0,,0
